,A1,A2,A3,A4,A5,A6,A7
872,1,1,1,0,1,1,0
873,1,1,1,1,1,1,1
874,1,1,1,1,1,1,1
875,1,1,1,1,0,1,0
876,0,1,0,1,1,1,1
877,1,1,1,1,1,1,1
878,0,1,1,0,1,1,1
879,1,1,1,0,1,0,0
880,1,1,0,1,0,1,0
881,1,1,1,1,1,1,1
882,1,1,0,1,0,1,1
883,0,1,0,1,1,1,1
884,1,1,1,1,1,1,1
885,1,1,1,0,1,1,0
886,0,1,1,1,1,1,1
887,0,1,1,1,1,0,1
888,1,1,1,1,1,1,1
889,1,1,1,1,1,1,1
890,1,1,1,1,0,0,1
891,1,0,0,1,0,1,1
892,0,1,1,1,1,1,0
893,1,0,1,1,1,1,0
894,0,1,1,1,0,1,0
895,0,1,1,1,1,1,1
896,1,1,1,1,1,1,1
897,1,1,1,1,1,1,0
898,0,1,1,0,1,0,1
899,0,1,1,1,1,1,1
900,1,1,0,1,0,1,0
901,1,1,0,1,1,1,1
902,1,0,1,1,1,1,0
903,1,1,1,1,1,0,0
904,1,1,1,1,1,1,1
905,1,1,1,0,1,1,1
906,1,1,1,1,0,1,1
907,1,1,1,1,1,1,1
908,1,1,1,1,1,1,0
909,1,0,1,1,1,1,1
910,1,1,1,1,1,1,1
911,1,1,0,1,1,1,1
912,0,1,1,1,1,1,1
913,1,1,1,1,1,1,1
914,1,0,1,0,1,1,1
915,1,0,1,0,1,1,1
916,0,1,1,0,1,1,1
917,1,1,1,1,1,1,0
918,1,1,0,1,1,1,1
919,0,1,1,1,1,1,1
920,0,1,1,1,1,1,1
921,1,1,1,1,0,1,0
922,1,1,1,1,1,1,1
923,1,1,1,1,1,1,1
924,1,1,1,1,1,1,1
925,1,1,1,1,1,1,1
926,1,1,0,1,1,1,1
927,1,1,1,1,1,1,1
928,1,1,1,1,0,1,1
929,1,1,1,1,1,0,0
930,1,1,1,1,0,1,1
931,1,1,1,1,0,1,1
932,1,1,1,1,1,1,1
933,0,1,1,1,1,1,1
934,0,1,1,1,1,1,1
935,0,1,0,1,1,1,1
936,1,1,1,1,0,1,1
937,1,1,0,1,1,1,1
938,1,1,1,1,0,1,1
939,1,1,1,0,1,1,1
940,1,0,1,1,1,1,1
941,1,0,1,0,1,1,1
942,1,1,0,1,1,1,1
943,0,1,0,1,1,1,1
944,1,1,0,1,1,1,1
945,1,1,1,0,1,1,1
946,1,1,0,1,1,1,0
947,1,1,1,1,1,1,1
948,1,0,1,1,1,1,1
949,1,1,1,1,1,1,1
950,1,1,0,0,1,1,1
951,1,1,1,0,1,1,1
952,1,1,1,1,1,1,1
953,0,1,1,1,1,1,1
954,0,1,1,1,1,1,0
955,1,0,0,1,1,1,1
956,1,1,0,1,1,1,1
957,1,1,1,1,1,1,1
958,1,1,1,1,1,1,0
959,1,1,1,1,1,1,1
960,1,1,1,1,1,1,1
961,0,0,1,1,1,1,0
962,1,1,1,1,1,1,1
963,0,1,0,1,0,1,1
964,1,1,1,1,1,0,1
965,1,1,1,1,1,1,1
966,1,1,0,1,1,1,1
967,0,1,1,1,1,1,1
968,1,0,1,1,1,1,1
969,1,1,1,1,1,1,1
970,1,1,0,0,1,1,1
971,0,1,1,1,1,1,1
972,1,1,1,1,1,1,1
973,1,1,1,1,1,1,1
974,1,1,1,0,1,0,1
975,1,1,1,1,1,0,1
976,1,1,1,1,1,1,1
977,1,1,1,1,1,1,1
978,1,0,1,1,1,1,0
979,1,1,1,1,1,1,1
980,0,1,0,1,1,1,1
981,1,0,1,1,1,0,1
982,0,1,0,1,1,1,1
983,1,1,1,1,1,1,1
984,1,0,1,1,1,1,0
985,1,1,1,1,1,0,1
986,1,1,1,1,1,1,1
987,0,1,0,1,0,1,1
988,1,1,1,1,1,1,1
989,1,1,1,1,1,0,1
990,1,1,1,1,1,0,1
991,1,1,0,0,1,1,1
992,1,1,1,1,1,1,1
993,1,1,1,1,1,1,1
994,1,1,0,1,1,1,1
995,1,1,1,0,0,1,1
996,0,1,1,1,1,1,1
997,1,1,1,1,1,1,1
998,1,1,0,1,1,1,1
999,1,1,1,1,0,1,0
