,user_id,exercise_code,Set,Inequality,Trigonometric_function,Logarithm_versus_exponential,Plane_vector,Property_of_function,Image_of_function,Spatial_imagination,Abstract_summarization,Reasoning_and_demonstration,Calculation,is_right_answer
2457,163,12,null,null,1,null,null,null,null,null,null,null,1,1.0
2458,163,13,null,null,null,null,1,null,null,null,null,1,1,1.0
2459,163,14,null,null,null,null,null,0,0,0,0,0,0,0.0
2460,164,0,1,1,null,null,null,null,null,null,null,1,1,1.0
2461,164,1,null,null,0,null,null,null,null,1,null,null,null,0.0
2462,164,2,null,null,1,null,null,null,null,null,null,null,1,1.0
2463,164,3,null,null,null,null,1,null,null,null,null,1,1,0.0
2464,164,4,null,null,null,null,null,1,null,1,null,null,null,1.0
2465,164,5,null,null,null,null,null,null,1,1,null,1,null,0.0
2466,164,6,null,null,null,null,null,1,null,null,1,null,0,0.0
2467,164,7,null,null,null,null,1,null,null,null,null,1,1,1.0
2468,164,8,null,null,0,null,null,null,null,0,null,null,0,0.0
2469,164,9,1,null,1,null,null,1,1,1,null,1,1,1.0
2470,164,10,null,null,null,0,null,null,null,null,null,null,0,0.0
2471,164,11,null,null,null,null,null,1,null,1,null,null,1,0.0
2472,164,12,null,null,0,null,null,null,null,null,null,null,1,0.0
2473,164,13,null,null,null,null,1,null,null,null,null,0,1,0.0
2474,164,14,null,null,null,null,null,0,0,0,0,0,1,0.0
2475,165,0,1,1,null,null,null,null,null,null,null,1,1,1.0
2476,165,1,null,null,1,null,null,null,null,1,null,null,null,1.0
2477,165,2,null,null,1,null,null,null,null,null,null,null,1,1.0
2478,165,3,null,null,null,null,1,null,null,null,null,1,1,1.0
2479,165,4,null,null,null,null,null,1,null,1,null,null,null,1.0
2480,165,5,null,null,null,null,null,null,1,1,null,1,null,1.0
2481,165,6,null,null,null,null,null,1,null,null,1,null,1,1.0
2482,165,7,null,null,null,null,1,null,null,null,null,1,1,1.0
2483,165,8,null,null,1,null,null,null,null,1,null,null,1,1.0
2484,165,9,1,null,1,null,null,1,1,1,null,1,1,1.0
2485,165,10,null,null,null,1,null,null,null,null,null,null,1,1.0
2486,165,11,null,null,null,null,null,1,null,0,null,null,1,0.0
2487,165,12,null,null,1,null,null,null,null,null,null,null,1,1.0
2488,165,13,null,null,null,null,1,null,null,null,null,1,1,1.0
2489,165,14,null,null,null,null,null,0,0,0,1,0,0,0.0
2490,166,0,1,1,null,null,null,null,null,null,null,1,1,0.0
2491,166,1,null,null,1,null,null,null,null,1,null,null,null,1.0
2492,166,2,null,null,1,null,null,null,null,null,null,null,1,1.0
2493,166,3,null,null,null,null,1,null,null,null,null,1,1,1.0
2494,166,4,null,null,null,null,null,1,null,1,null,null,null,1.0
2495,166,5,null,null,null,null,null,null,1,1,null,1,null,1.0
2496,166,6,null,null,null,null,null,1,null,null,1,null,1,1.0
2497,166,7,null,null,null,null,1,null,null,null,null,1,1,1.0
2498,166,8,null,null,1,null,null,null,null,1,null,null,1,1.0
2499,166,9,1,null,1,null,null,1,1,1,null,1,1,1.0
2500,166,10,null,null,null,1,null,null,null,null,null,null,1,1.0
2501,166,11,null,null,null,null,null,1,null,1,null,null,1,0.0
2502,166,12,null,null,1,null,null,null,null,null,null,null,1,1.0
2503,166,13,null,null,null,null,1,null,null,null,null,1,1,1.0
2504,166,14,null,null,null,null,null,0,0,0,0,0,0,0.0
2505,167,0,1,1,null,null,null,null,null,null,null,1,1,1.0
2506,167,1,null,null,1,null,null,null,null,1,null,null,null,1.0
2507,167,2,null,null,1,null,null,null,null,null,null,null,1,1.0
2508,167,3,null,null,null,null,1,null,null,null,null,1,1,1.0
2509,167,4,null,null,null,null,null,1,null,1,null,null,null,1.0
2510,167,5,null,null,null,null,null,null,1,1,null,1,null,1.0
2511,167,6,null,null,null,null,null,1,null,null,1,null,1,1.0
2512,167,7,null,null,null,null,1,null,null,null,null,1,1,1.0
2513,167,8,null,null,0,null,null,null,null,1,null,null,1,0.0
2514,167,9,0,null,0,null,null,0,1,1,null,0,1,0.0
2515,167,10,null,null,null,1,null,null,null,null,null,null,1,1.0
2516,167,11,null,null,null,null,null,1,null,1,null,null,1,1.0
2517,167,12,null,null,1,null,null,null,null,null,null,null,1,0.0
2518,167,13,null,null,null,null,1,null,null,null,null,1,1,1.0
2519,167,14,null,null,null,null,null,0,0,0,0,0,0,0.0
2520,168,0,1,1,null,null,null,null,null,null,null,1,1,1.0
2521,168,1,null,null,1,null,null,null,null,1,null,null,null,1.0
2522,168,2,null,null,1,null,null,null,null,null,null,null,1,0.0
2523,168,3,null,null,null,null,1,null,null,null,null,1,1,1.0
2524,168,4,null,null,null,null,null,1,null,1,null,null,null,0.0
2525,168,5,null,null,null,null,null,null,1,1,null,1,null,1.0
2526,168,6,null,null,null,null,null,1,null,null,1,null,1,1.0
2527,168,7,null,null,null,null,1,null,null,null,null,0,0,0.0
2528,168,8,null,null,1,null,null,null,null,1,null,null,1,1.0
2529,168,9,1,null,1,null,null,1,1,1,null,1,1,1.0
2530,168,10,null,null,null,0,null,null,null,null,null,null,0,0.0
2531,168,11,null,null,null,null,null,1,null,0,null,null,0,0.0
2532,168,12,null,null,0,null,null,null,null,null,null,null,0,0.0
2533,168,13,null,null,null,null,1,null,null,null,null,1,1,1.0
2534,168,14,null,null,null,null,null,0,0,0,0,0,0,0.0
2535,169,0,1,1,null,null,null,null,null,null,null,1,1,0.0
2536,169,1,null,null,1,null,null,null,null,1,null,null,null,1.0
2537,169,2,null,null,1,null,null,null,null,null,null,null,1,1.0
2538,169,3,null,null,null,null,1,null,null,null,null,1,1,0.0
2539,169,4,null,null,null,null,null,1,null,1,null,null,null,1.0
2540,169,5,null,null,null,null,null,null,1,1,null,1,null,1.0
2541,169,6,null,null,null,null,null,1,null,null,0,null,1,0.0
2542,169,7,null,null,null,null,1,null,null,null,null,1,1,1.0
2543,169,8,null,null,1,null,null,null,null,0,null,null,0,0.0
2544,169,9,0,null,1,null,null,1,1,0,null,1,0,0.0
2545,169,10,null,null,null,1,null,null,null,null,null,null,1,1.0
2546,169,11,null,null,null,null,null,1,null,1,null,null,1,1.0
2547,169,12,null,null,0,null,null,null,null,null,null,null,0,0.0
2548,169,13,null,null,null,null,1,null,null,null,null,1,1,1.0
2549,169,14,null,null,null,null,null,0,0,0,0,1,0,0.0
2550,170,0,1,1,null,null,null,null,null,null,null,1,1,0.0
2551,170,1,null,null,1,null,null,null,null,0,null,null,null,0.0
2552,170,2,null,null,1,null,null,null,null,null,null,null,1,1.0
2553,170,3,null,null,null,null,1,null,null,null,null,1,1,0.0
2554,170,4,null,null,null,null,null,1,null,1,null,null,null,1.0
2555,170,5,null,null,null,null,null,null,1,1,null,1,null,1.0
2556,170,6,null,null,null,null,null,1,null,null,1,null,1,1.0
2557,170,7,null,null,null,null,1,null,null,null,null,1,1,1.0
2558,170,8,null,null,0,null,null,null,null,0,null,null,1,0.0
2559,170,9,0,null,0,null,null,1,0,0,null,1,1,0.0
2560,170,10,null,null,null,1,null,null,null,null,null,null,1,1.0
2561,170,11,null,null,null,null,null,1,null,1,null,null,1,1.0
2562,170,12,null,null,1,null,null,null,null,null,null,null,1,1.0
2563,170,13,null,null,null,null,1,null,null,null,null,1,1,1.0
2564,170,14,null,null,null,null,null,0,0,0,0,0,0,0.0
2565,171,0,1,1,null,null,null,null,null,null,null,1,1,1.0
2566,171,1,null,null,1,null,null,null,null,0,null,null,null,0.0
2567,171,2,null,null,1,null,null,null,null,null,null,null,1,1.0
2568,171,3,null,null,null,null,1,null,null,null,null,1,1,1.0
2569,171,4,null,null,null,null,null,1,null,1,null,null,null,1.0
2570,171,5,null,null,null,null,null,null,1,0,null,1,null,0.0
2571,171,6,null,null,null,null,null,1,null,null,1,null,1,1.0
2572,171,7,null,null,null,null,1,null,null,null,null,1,0,0.0
2573,171,8,null,null,1,null,null,null,null,1,null,null,1,0.0
2574,171,9,1,null,0,null,null,1,0,1,null,0,1,0.0
2575,171,10,null,null,null,1,null,null,null,null,null,null,0,0.0
2576,171,11,null,null,null,null,null,1,null,1,null,null,1,1.0
2577,171,12,null,null,1,null,null,null,null,null,null,null,1,1.0
2578,171,13,null,null,null,null,1,null,null,null,null,0,0,0.0
2579,171,14,null,null,null,null,null,0,0,0,0,0,0,0.0
2580,172,0,1,1,null,null,null,null,null,null,null,0,1,0.0
2581,172,1,null,null,1,null,null,null,null,0,null,null,null,0.0
2582,172,2,null,null,1,null,null,null,null,null,null,null,1,1.0
2583,172,3,null,null,null,null,1,null,null,null,null,1,1,1.0
2584,172,4,null,null,null,null,null,1,null,1,null,null,null,1.0
2585,172,5,null,null,null,null,null,null,1,1,null,1,null,1.0
2586,172,6,null,null,null,null,null,1,null,null,1,null,1,0.0
2587,172,7,null,null,null,null,1,null,null,null,null,1,1,1.0
2588,172,8,null,null,1,null,null,null,null,0,null,null,1,0.0
2589,172,9,1,null,1,null,null,1,1,1,null,1,1,1.0
2590,172,10,null,null,null,1,null,null,null,null,null,null,1,0.0
2591,172,11,null,null,null,null,null,1,null,0,null,null,1,0.0
2592,172,12,null,null,0,null,null,null,null,null,null,null,0,0.0
2593,172,13,null,null,null,null,1,null,null,null,null,1,0,0.0
2594,172,14,null,null,null,null,null,0,0,1,1,0,0,0.0
2595,173,0,0,1,null,null,null,null,null,null,null,1,1,0.0
2596,173,1,null,null,1,null,null,null,null,1,null,null,null,1.0
2597,173,2,null,null,1,null,null,null,null,null,null,null,1,1.0
2598,173,3,null,null,null,null,0,null,null,null,null,1,0,0.0
2599,173,4,null,null,null,null,null,1,null,1,null,null,null,1.0
2600,173,5,null,null,null,null,null,null,1,1,null,1,null,1.0
2601,173,6,null,null,null,null,null,1,null,null,1,null,1,1.0
2602,173,7,null,null,null,null,1,null,null,null,null,0,1,0.0
2603,173,8,null,null,0,null,null,null,null,1,null,null,0,0.0
2604,173,9,0,null,1,null,null,1,1,0,null,1,0,0.0
2605,173,10,null,null,null,1,null,null,null,null,null,null,1,1.0
2606,173,11,null,null,null,null,null,1,null,1,null,null,1,1.0
2607,173,12,null,null,0,null,null,null,null,null,null,null,0,0.0
2608,173,13,null,null,null,null,1,null,null,null,null,1,1,1.0
2609,173,14,null,null,null,null,null,0,0,0,0,0,0,0.0
2610,174,0,0,1,null,null,null,null,null,null,null,1,1,0.0
2611,174,1,null,null,1,null,null,null,null,1,null,null,null,1.0
2612,174,2,null,null,1,null,null,null,null,null,null,null,1,1.0
2613,174,3,null,null,null,null,1,null,null,null,null,1,1,0.0
2614,174,4,null,null,null,null,null,1,null,1,null,null,null,1.0
2615,174,5,null,null,null,null,null,null,1,1,null,1,null,1.0
2616,174,6,null,null,null,null,null,1,null,null,1,null,1,1.0
2617,174,7,null,null,null,null,1,null,null,null,null,1,1,1.0
2618,174,8,null,null,1,null,null,null,null,0,null,null,0,0.0
2619,174,9,0,null,1,null,null,1,1,1,null,0,0,0.0
2620,174,10,null,null,null,1,null,null,null,null,null,null,1,1.0
2621,174,11,null,null,null,null,null,1,null,1,null,null,1,1.0
2622,174,12,null,null,1,null,null,null,null,null,null,null,1,0.0
2623,174,13,null,null,null,null,1,null,null,null,null,1,1,1.0
2624,174,14,null,null,null,null,null,0,0,0,0,0,0,0.0
2625,175,0,1,1,null,null,null,null,null,null,null,1,1,0.0
2626,175,1,null,null,1,null,null,null,null,1,null,null,null,1.0
2627,175,2,null,null,1,null,null,null,null,null,null,null,1,1.0
2628,175,3,null,null,null,null,1,null,null,null,null,1,1,1.0
2629,175,4,null,null,null,null,null,1,null,1,null,null,null,1.0
2630,175,5,null,null,null,null,null,null,1,1,null,1,null,1.0
2631,175,6,null,null,null,null,null,1,null,null,1,null,1,1.0
2632,175,7,null,null,null,null,1,null,null,null,null,1,1,1.0
2633,175,8,null,null,1,null,null,null,null,1,null,null,1,0.0
2634,175,9,1,null,1,null,null,1,1,1,null,1,1,1.0
2635,175,10,null,null,null,1,null,null,null,null,null,null,1,1.0
2636,175,11,null,null,null,null,null,1,null,1,null,null,1,1.0
2637,175,12,null,null,0,null,null,null,null,null,null,null,0,0.0
2638,175,13,null,null,null,null,1,null,null,null,null,1,1,1.0
2639,175,14,null,null,null,null,null,0,0,0,0,0,0,0.0
2640,176,0,1,1,null,null,null,null,null,null,null,0,1,0.0
2641,176,1,null,null,1,null,null,null,null,1,null,null,null,1.0
2642,176,2,null,null,1,null,null,null,null,null,null,null,1,0.0
2643,176,3,null,null,null,null,0,null,null,null,null,1,1,0.0
2644,176,4,null,null,null,null,null,1,null,1,null,null,null,1.0
2645,176,5,null,null,null,null,null,null,0,1,null,1,null,0.0
2646,176,6,null,null,null,null,null,1,null,null,1,null,1,1.0
2647,176,7,null,null,null,null,1,null,null,null,null,1,1,1.0
2648,176,8,null,null,1,null,null,null,null,1,null,null,0,0.0
2649,176,9,0,null,1,null,null,1,0,0,null,0,1,0.0
2650,176,10,null,null,null,1,null,null,null,null,null,null,1,1.0
2651,176,11,null,null,null,null,null,1,null,1,null,null,1,1.0
2652,176,12,null,null,0,null,null,null,null,null,null,null,1,0.0
2653,176,13,null,null,null,null,1,null,null,null,null,1,1,0.0
2654,176,14,null,null,null,null,null,0,0,0,0,0,1,0.0
2655,177,0,1,1,null,null,null,null,null,null,null,1,1,1.0
2656,177,1,null,null,0,null,null,null,null,0,null,null,null,0.0
2657,177,2,null,null,1,null,null,null,null,null,null,null,1,0.0
2658,177,3,null,null,null,null,1,null,null,null,null,1,1,1.0
2659,177,4,null,null,null,null,null,1,null,1,null,null,null,0.0
2660,177,5,null,null,null,null,null,null,1,1,null,1,null,1.0
2661,177,6,null,null,null,null,null,1,null,null,1,null,1,1.0
2662,177,7,null,null,null,null,1,null,null,null,null,1,1,1.0
2663,177,8,null,null,1,null,null,null,null,1,null,null,1,1.0
2664,177,9,1,null,1,null,null,1,1,1,null,1,1,1.0
2665,177,10,null,null,null,1,null,null,null,null,null,null,1,1.0
2666,177,11,null,null,null,null,null,1,null,1,null,null,1,1.0
2667,177,12,null,null,1,null,null,null,null,null,null,null,1,1.0
2668,177,13,null,null,null,null,1,null,null,null,null,1,1,1.0
2669,177,14,null,null,null,null,null,0,0,0,0,0,0,0.0
2670,178,0,1,1,null,null,null,null,null,null,null,1,1,1.0
2671,178,1,null,null,1,null,null,null,null,1,null,null,null,1.0
2672,178,2,null,null,1,null,null,null,null,null,null,null,1,1.0
2673,178,3,null,null,null,null,1,null,null,null,null,1,1,1.0
2674,178,4,null,null,null,null,null,1,null,1,null,null,null,1.0
2675,178,5,null,null,null,null,null,null,1,1,null,1,null,1.0
2676,178,6,null,null,null,null,null,1,null,null,1,null,1,1.0
2677,178,7,null,null,null,null,1,null,null,null,null,1,1,1.0
2678,178,8,null,null,1,null,null,null,null,1,null,null,1,1.0
2679,178,9,1,null,1,null,null,0,0,1,null,0,1,0.0
2680,178,10,null,null,null,1,null,null,null,null,null,null,1,1.0
2681,178,11,null,null,null,null,null,1,null,1,null,null,1,1.0
2682,178,12,null,null,1,null,null,null,null,null,null,null,1,1.0
2683,178,13,null,null,null,null,1,null,null,null,null,1,1,1.0
2684,178,14,null,null,null,null,null,0,0,0,0,0,0,0.0
2685,179,0,1,1,null,null,null,null,null,null,null,1,1,1.0
2686,179,1,null,null,1,null,null,null,null,1,null,null,null,1.0
2687,179,2,null,null,1,null,null,null,null,null,null,null,1,1.0
2688,179,3,null,null,null,null,1,null,null,null,null,1,1,1.0
2689,179,4,null,null,null,null,null,1,null,1,null,null,null,1.0
2690,179,5,null,null,null,null,null,null,1,1,null,1,null,1.0
2691,179,6,null,null,null,null,null,1,null,null,1,null,1,1.0
2692,179,7,null,null,null,null,1,null,null,null,null,1,1,1.0
2693,179,8,null,null,1,null,null,null,null,0,null,null,0,0.0
2694,179,9,1,null,1,null,null,0,0,1,null,1,0,0.0
2695,179,10,null,null,null,1,null,null,null,null,null,null,1,1.0
2696,179,11,null,null,null,null,null,1,null,1,null,null,1,1.0
2697,179,12,null,null,0,null,null,null,null,null,null,null,0,0.0
2698,179,13,null,null,null,null,1,null,null,null,null,1,0,0.0
2699,179,14,null,null,null,null,null,0,0,0,0,0,0,0.0
2700,180,0,1,1,null,null,null,null,null,null,null,1,1,1.0
2701,180,1,null,null,1,null,null,null,null,1,null,null,null,1.0
2702,180,2,null,null,1,null,null,null,null,null,null,null,1,1.0
2703,180,3,null,null,null,null,1,null,null,null,null,1,1,1.0
2704,180,4,null,null,null,null,null,1,null,1,null,null,null,1.0
2705,180,5,null,null,null,null,null,null,1,0,null,1,null,0.0
2706,180,6,null,null,null,null,null,1,null,null,1,null,1,1.0
2707,180,7,null,null,null,null,1,null,null,null,null,1,1,1.0
2708,180,8,null,null,0,null,null,null,null,0,null,null,0,0.0
2709,180,9,1,null,1,null,null,1,1,1,null,1,1,1.0
2710,180,10,null,null,null,1,null,null,null,null,null,null,1,1.0
2711,180,11,null,null,null,null,null,1,null,1,null,null,1,1.0
2712,180,12,null,null,1,null,null,null,null,null,null,null,1,1.0
2713,180,13,null,null,null,null,1,null,null,null,null,1,1,1.0
2714,180,14,null,null,null,null,null,0,0,0,0,0,0,0.0
2715,181,0,1,1,null,null,null,null,null,null,null,1,1,1.0
2716,181,1,null,null,1,null,null,null,null,1,null,null,null,1.0
2717,181,2,null,null,1,null,null,null,null,null,null,null,1,1.0
2718,181,3,null,null,null,null,1,null,null,null,null,1,1,1.0
2719,181,4,null,null,null,null,null,1,null,1,null,null,null,1.0
2720,181,5,null,null,null,null,null,null,0,1,null,1,null,0.0
2721,181,6,null,null,null,null,null,1,null,null,1,null,1,1.0
2722,181,7,null,null,null,null,1,null,null,null,null,1,1,0.0
2723,181,8,null,null,0,null,null,null,null,0,null,null,1,0.0
2724,181,9,1,null,1,null,null,1,1,1,null,1,1,1.0
2725,181,10,null,null,null,1,null,null,null,null,null,null,1,1.0
2726,181,11,null,null,null,null,null,1,null,1,null,null,1,1.0
2727,181,12,null,null,1,null,null,null,null,null,null,null,1,1.0
2728,181,13,null,null,null,null,1,null,null,null,null,1,1,1.0
2729,181,14,null,null,null,null,null,0,0,0,0,0,0,0.0
2730,182,0,1,1,null,null,null,null,null,null,null,1,1,1.0
2731,182,1,null,null,1,null,null,null,null,1,null,null,null,1.0
2732,182,2,null,null,1,null,null,null,null,null,null,null,1,1.0
2733,182,3,null,null,null,null,1,null,null,null,null,1,1,1.0
2734,182,4,null,null,null,null,null,1,null,1,null,null,null,1.0
2735,182,5,null,null,null,null,null,null,0,1,null,1,null,0.0
2736,182,6,null,null,null,null,null,1,null,null,1,null,1,1.0
2737,182,7,null,null,null,null,1,null,null,null,null,1,1,1.0
2738,182,8,null,null,1,null,null,null,null,0,null,null,0,0.0
2739,182,9,1,null,1,null,null,1,1,1,null,1,1,1.0
2740,182,10,null,null,null,1,null,null,null,null,null,null,1,1.0
2741,182,11,null,null,null,null,null,1,null,1,null,null,1,1.0
2742,182,12,null,null,1,null,null,null,null,null,null,null,1,1.0
2743,182,13,null,null,null,null,1,null,null,null,null,1,1,1.0
2744,182,14,null,null,null,null,null,1,0,0,0,0,0,0.0
2745,183,0,1,1,null,null,null,null,null,null,null,1,1,1.0
2746,183,1,null,null,1,null,null,null,null,1,null,null,null,0.0
2747,183,2,null,null,1,null,null,null,null,null,null,null,0,0.0
2748,183,3,null,null,null,null,0,null,null,null,null,1,1,0.0
2749,183,4,null,null,null,null,null,0,null,1,null,null,null,0.0
2750,183,5,null,null,null,null,null,null,1,1,null,0,null,0.0
2751,183,6,null,null,null,null,null,1,null,null,1,null,1,1.0
2752,183,7,null,null,null,null,1,null,null,null,null,1,1,0.0
2753,183,8,null,null,0,null,null,null,null,0,null,null,1,0.0
2754,183,9,1,null,0,null,null,0,0,1,null,0,0,0.0
2755,183,10,null,null,null,0,null,null,null,null,null,null,1,0.0
2756,183,11,null,null,null,null,null,1,null,1,null,null,1,1.0
2757,183,12,null,null,1,null,null,null,null,null,null,null,1,0.0
2758,183,13,null,null,null,null,0,null,null,null,null,1,1,0.0
2759,183,14,null,null,null,null,null,0,0,0,0,0,0,0.0
2760,184,0,1,1,null,null,null,null,null,null,null,1,1,1.0
2761,184,1,null,null,1,null,null,null,null,1,null,null,null,1.0
2762,184,2,null,null,0,null,null,null,null,null,null,null,0,0.0
2763,184,3,null,null,null,null,1,null,null,null,null,1,1,1.0
2764,184,4,null,null,null,null,null,1,null,1,null,null,null,1.0
2765,184,5,null,null,null,null,null,null,1,1,null,1,null,1.0
2766,184,6,null,null,null,null,null,1,null,null,1,null,1,1.0
2767,184,7,null,null,null,null,1,null,null,null,null,1,1,1.0
2768,184,8,null,null,1,null,null,null,null,1,null,null,0,0.0
2769,184,9,1,null,1,null,null,1,1,1,null,1,1,1.0
2770,184,10,null,null,null,0,null,null,null,null,null,null,1,0.0
2771,184,11,null,null,null,null,null,1,null,1,null,null,1,1.0
2772,184,12,null,null,0,null,null,null,null,null,null,null,0,0.0
2773,184,13,null,null,null,null,1,null,null,null,null,1,1,1.0
2774,184,14,null,null,null,null,null,0,0,1,0,0,0,0.0
2775,185,0,1,1,null,null,null,null,null,null,null,1,1,1.0
2776,185,1,null,null,1,null,null,null,null,1,null,null,null,1.0
2777,185,2,null,null,1,null,null,null,null,null,null,null,0,0.0
2778,185,3,null,null,null,null,1,null,null,null,null,0,0,0.0
2779,185,4,null,null,null,null,null,1,null,0,null,null,null,0.0
2780,185,5,null,null,null,null,null,null,1,1,null,1,null,1.0
2781,185,6,null,null,null,null,null,1,null,null,1,null,1,1.0
2782,185,7,null,null,null,null,1,null,null,null,null,1,0,0.0
2783,185,8,null,null,1,null,null,null,null,0,null,null,0,0.0
2784,185,9,1,null,1,null,null,1,1,1,null,1,1,1.0
2785,185,10,null,null,null,1,null,null,null,null,null,null,1,0.0
2786,185,11,null,null,null,null,null,1,null,1,null,null,1,1.0
2787,185,12,null,null,1,null,null,null,null,null,null,null,1,1.0
2788,185,13,null,null,null,null,1,null,null,null,null,1,1,1.0
2789,185,14,null,null,null,null,null,0,0,0,0,0,0,0.0
2790,186,0,1,1,null,null,null,null,null,null,null,1,1,1.0
2791,186,1,null,null,1,null,null,null,null,1,null,null,null,1.0
2792,186,2,null,null,1,null,null,null,null,null,null,null,1,1.0
2793,186,3,null,null,null,null,1,null,null,null,null,1,1,1.0
2794,186,4,null,null,null,null,null,1,null,1,null,null,null,0.0
2795,186,5,null,null,null,null,null,null,0,1,null,0,null,0.0
2796,186,6,null,null,null,null,null,1,null,null,1,null,1,1.0
2797,186,7,null,null,null,null,1,null,null,null,null,1,1,0.0
2798,186,8,null,null,1,null,null,null,null,1,null,null,1,1.0
2799,186,9,0,null,0,null,null,1,0,1,null,0,0,0.0
2800,186,10,null,null,null,1,null,null,null,null,null,null,1,1.0
2801,186,11,null,null,null,null,null,1,null,1,null,null,1,1.0
2802,186,12,null,null,1,null,null,null,null,null,null,null,0,0.0
2803,186,13,null,null,null,null,1,null,null,null,null,1,0,0.0
2804,186,14,null,null,null,null,null,0,0,0,0,0,0,0.0
2805,187,0,0,0,null,null,null,null,null,null,null,1,0,0.0
2806,187,1,null,null,1,null,null,null,null,1,null,null,null,1.0
2807,187,2,null,null,1,null,null,null,null,null,null,null,1,1.0
2808,187,3,null,null,null,null,1,null,null,null,null,1,1,1.0
2809,187,4,null,null,null,null,null,1,null,1,null,null,null,0.0
2810,187,5,null,null,null,null,null,null,1,1,null,1,null,1.0
2811,187,6,null,null,null,null,null,1,null,null,1,null,1,1.0
2812,187,7,null,null,null,null,1,null,null,null,null,1,1,1.0
2813,187,8,null,null,1,null,null,null,null,1,null,null,1,1.0
2814,187,9,1,null,1,null,null,1,1,1,null,1,1,1.0
2815,187,10,null,null,null,1,null,null,null,null,null,null,1,1.0
2816,187,11,null,null,null,null,null,1,null,1,null,null,1,1.0
2817,187,12,null,null,0,null,null,null,null,null,null,null,0,0.0
2818,187,13,null,null,null,null,1,null,null,null,null,1,1,1.0
2819,187,14,null,null,null,null,null,0,0,0,1,0,0,0.0
2820,188,0,1,1,null,null,null,null,null,null,null,1,1,1.0
2821,188,1,null,null,1,null,null,null,null,1,null,null,null,1.0
2822,188,2,null,null,1,null,null,null,null,null,null,null,0,0.0
2823,188,3,null,null,null,null,1,null,null,null,null,0,1,0.0
2824,188,4,null,null,null,null,null,1,null,1,null,null,null,1.0
2825,188,5,null,null,null,null,null,null,1,0,null,0,null,0.0
2826,188,6,null,null,null,null,null,1,null,null,1,null,1,1.0
2827,188,7,null,null,null,null,1,null,null,null,null,0,1,0.0
2828,188,8,null,null,0,null,null,null,null,1,null,null,0,0.0
2829,188,9,1,null,1,null,null,1,1,1,null,1,1,1.0
2830,188,10,null,null,null,1,null,null,null,null,null,null,1,1.0
2831,188,11,null,null,null,null,null,1,null,1,null,null,1,1.0
2832,188,12,null,null,0,null,null,null,null,null,null,null,0,0.0
2833,188,13,null,null,null,null,1,null,null,null,null,1,1,1.0
2834,188,14,null,null,null,null,null,0,0,0,0,0,0,0.0
2835,189,0,1,1,null,null,null,null,null,null,null,1,1,1.0
2836,189,1,null,null,1,null,null,null,null,1,null,null,null,1.0
2837,189,2,null,null,0,null,null,null,null,null,null,null,1,0.0
2838,189,3,null,null,null,null,1,null,null,null,null,1,1,0.0
2839,189,4,null,null,null,null,null,1,null,1,null,null,null,1.0
2840,189,5,null,null,null,null,null,null,0,1,null,0,null,0.0
2841,189,6,null,null,null,null,null,1,null,null,1,null,1,1.0
2842,189,7,null,null,null,null,0,null,null,null,null,1,0,0.0
2843,189,8,null,null,1,null,null,null,null,1,null,null,1,0.0
2844,189,9,1,null,1,null,null,1,1,1,null,1,1,1.0
2845,189,10,null,null,null,1,null,null,null,null,null,null,1,1.0
2846,189,11,null,null,null,null,null,1,null,1,null,null,1,1.0
2847,189,12,null,null,0,null,null,null,null,null,null,null,0,0.0
2848,189,13,null,null,null,null,1,null,null,null,null,1,1,1.0
2849,189,14,null,null,null,null,null,0,1,0,0,0,0,0.0
2850,190,0,1,1,null,null,null,null,null,null,null,1,1,1.0
2851,190,1,null,null,0,null,null,null,null,0,null,null,null,0.0
2852,190,2,null,null,1,null,null,null,null,null,null,null,1,1.0
2853,190,3,null,null,null,null,1,null,null,null,null,1,1,1.0
2854,190,4,null,null,null,null,null,1,null,1,null,null,null,1.0
2855,190,5,null,null,null,null,null,null,1,1,null,1,null,1.0
2856,190,6,null,null,null,null,null,1,null,null,1,null,1,1.0
2857,190,7,null,null,null,null,1,null,null,null,null,1,1,1.0
2858,190,8,null,null,0,null,null,null,null,1,null,null,0,0.0
2859,190,9,0,null,0,null,null,0,1,1,null,0,0,0.0
2860,190,10,null,null,null,1,null,null,null,null,null,null,1,1.0
2861,190,11,null,null,null,null,null,1,null,1,null,null,1,1.0
2862,190,12,null,null,0,null,null,null,null,null,null,null,0,0.0
2863,190,13,null,null,null,null,1,null,null,null,null,1,1,1.0
2864,190,14,null,null,null,null,null,0,0,0,0,1,0,0.0
2865,191,0,1,1,null,null,null,null,null,null,null,1,1,1.0
2866,191,1,null,null,1,null,null,null,null,1,null,null,null,0.0
2867,191,2,null,null,0,null,null,null,null,null,null,null,1,0.0
2868,191,3,null,null,null,null,1,null,null,null,null,1,1,1.0
2869,191,4,null,null,null,null,null,1,null,1,null,null,null,1.0
2870,191,5,null,null,null,null,null,null,1,1,null,1,null,1.0
2871,191,6,null,null,null,null,null,1,null,null,1,null,1,0.0
2872,191,7,null,null,null,null,1,null,null,null,null,1,1,1.0
2873,191,8,null,null,1,null,null,null,null,1,null,null,0,0.0
2874,191,9,0,null,0,null,null,0,1,1,null,0,0,0.0
2875,191,10,null,null,null,1,null,null,null,null,null,null,1,1.0
2876,191,11,null,null,null,null,null,1,null,1,null,null,1,1.0
2877,191,12,null,null,0,null,null,null,null,null,null,null,1,0.0
