,A1,A2,A3,A4,A5,A6,A7
872,1,1,1,1,1,1,0
873,1,1,1,0,0,1,1
874,1,0,0,1,1,1,1
875,1,1,0,0,0,1,1
876,0,1,0,1,1,0,1
877,0,0,1,1,0,0,0
878,0,1,0,0,0,0,1
879,1,0,1,1,0,1,1
880,1,1,0,0,1,1,1
881,1,0,1,0,1,0,1
882,1,1,0,1,1,1,1
883,0,0,1,0,1,1,1
884,1,1,1,0,1,0,1
885,0,0,1,1,0,0,0
886,1,1,0,1,1,1,1
887,0,0,0,0,1,1,1
888,0,0,1,0,1,0,1
889,1,0,0,0,1,0,1
890,0,1,0,1,0,1,0
891,0,0,1,1,1,1,1
892,1,1,1,0,1,0,1
893,1,0,1,1,1,1,0
894,1,0,1,0,1,1,1
895,0,1,0,1,1,1,0
896,0,0,1,1,1,0,1
897,1,1,1,1,1,1,0
898,1,0,0,1,0,0,0
899,1,1,0,1,1,0,0
900,1,1,1,1,1,0,1
901,0,1,0,1,1,1,1
902,1,1,1,1,1,1,0
903,0,1,1,1,1,0,1
904,1,1,1,0,0,0,0
905,0,1,1,1,1,1,1
906,0,1,0,1,1,1,1
907,0,0,1,0,1,1,1
908,1,1,0,1,1,0,0
909,1,1,1,1,1,1,0
910,1,1,1,1,0,1,1
911,0,1,0,0,1,0,1
912,0,1,0,1,1,1,0
913,1,0,0,1,1,1,0
914,0,1,1,1,0,1,0
915,1,1,0,1,0,1,1
916,1,1,0,1,1,1,1
917,0,0,1,0,1,1,0
918,1,0,1,0,1,1,0
919,1,1,0,1,0,1,0
920,1,1,1,0,0,1,1
921,0,1,1,1,0,1,0
922,0,1,1,0,1,0,1
923,1,0,1,1,0,0,1
924,1,1,0,1,1,1,0
925,1,1,0,0,1,1,1
926,1,1,1,1,1,0,0
927,1,0,1,1,1,0,1
928,0,0,1,0,0,1,0
929,1,0,1,0,0,1,1
930,0,1,1,1,1,0,0
931,0,0,1,0,1,1,0
932,0,0,1,0,0,1,1
933,0,1,0,0,0,1,1
934,0,1,0,0,1,1,0
935,1,1,0,1,1,0,0
936,1,1,0,1,1,1,0
937,0,1,1,1,1,0,1
938,1,0,0,1,0,1,1
939,1,1,1,1,1,0,1
940,0,1,1,1,0,0,1
941,0,1,1,1,1,1,1
942,0,0,1,0,1,1,1
943,1,1,0,0,1,1,0
944,1,0,1,1,1,0,1
945,0,0,0,1,0,1,1
946,0,0,0,1,1,1,1
947,1,1,0,0,0,1,0
948,0,0,1,1,1,0,1
949,1,1,1,0,1,0,1
950,1,1,1,1,1,0,0
951,1,1,1,0,0,1,1
952,1,1,1,1,1,0,1
953,1,0,1,1,0,0,0
954,1,1,1,1,1,1,1
955,0,1,1,0,1,0,0
956,1,1,1,1,1,1,1
957,0,1,1,1,1,1,0
958,1,1,1,1,1,1,1
959,0,1,0,1,0,1,0
960,1,1,1,0,1,1,1
961,0,1,0,0,1,1,1
962,1,1,1,1,0,0,1
963,1,0,1,1,1,0,1
964,1,1,1,0,0,1,1
965,0,0,1,1,0,1,1
966,0,1,1,0,1,1,1
967,1,1,1,1,1,0,1
968,1,0,0,0,0,0,1
969,0,1,0,0,1,0,0
970,1,1,0,1,1,1,1
971,1,0,1,1,1,1,1
972,0,0,1,1,1,1,0
973,0,0,1,1,1,1,1
974,1,1,0,1,1,1,1
975,1,1,1,1,1,1,1
976,1,0,1,0,0,1,0
977,0,1,1,1,1,1,1
978,1,0,1,0,0,0,1
979,0,0,1,1,1,0,1
980,1,0,0,0,1,0,0
981,0,1,0,1,1,0,1
982,0,1,1,1,1,0,0
983,1,1,1,0,1,0,1
984,1,1,1,1,1,0,1
985,1,0,1,0,1,1,1
986,1,0,0,0,1,1,0
987,1,1,1,1,0,0,0
988,1,1,1,1,1,1,1
989,1,0,1,0,1,0,1
990,1,1,1,1,1,0,0
991,1,0,1,1,1,1,1
992,0,1,0,1,1,1,0
993,1,1,1,1,1,1,0
994,1,1,0,1,1,1,1
995,1,0,1,0,0,1,0
996,1,1,0,1,1,1,1
997,1,0,1,0,1,0,1
998,1,1,1,1,0,1,0
999,0,1,0,0,1,0,0
